	pmid	refid1	refid2	reltype	concept_pair	user_count	evtype	relation_count	test_completions	true_responses	response_ratio	refid1_type	refid2_type	broad_rel	cp_broken	no_rel	spec_rel	total_pmids
285	15623514	D000255	D016506	c_d	D000255_x_D016506	16	c_1_broken	15	0.0	16	0.9375	c	d	0.0	1.0	0.0	0.0	1.0
812	23077033	D010100	D009410	c_d	D010100_x_D009410	15	c_1_broken	12	0.0	15	0.8	c	d	0.0	1.0	0.0	0.0	1.0
818	23139742	D004967	D004715	c_d	D004967_x_D004715	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d	0.0	1.0	0.0	0.0	1.0
278	14675190	D006497	D001768	c_d	D006497_x_D001768	16	c_1_broken	10	0.0	16	0.625	c	d	0.0	1.0	0.0	0.0	1.0
265	12882516	D009569	D000544	c_d	D009569_x_D000544	15	drug has no relation to disease	8	0.0	15	0.5333333333333333	c	d	0.0	0.0	1.0	0.0	1.0
3	1299347	D014361	D008232	c_d	D014361_x_D008232	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d	0.0	1.0	0.0	0.0	1.0
0	1299347	C095810	D008232	c_d	C095810_x_D008232	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
1	1299347	D005944	D008232	c_d	D005944_x_D008232	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d					
2	1299347	D006020	D008232	c_d	D006020_x_D008232	16	c_1_broken	14	0.0	16	0.875	c	d					
4	1325164	5443	202200	g_d	5443_x_202200	15	gene has no relation to disease	4	0.0	15	0.26666666666666666	g	d					
7	1325164	5443	D000224	g_d	5443_x_D000224	15	gene has no relation to disease	6	0.0	15	0.4	g	d					
9	1325164	5443	D035583	g_d	5443_x_D035583	16	c_2_broken	7	1.0	15	0.4666666666666667	g	d					
10	1325164	5443	D052439	g_d	5443_x_D052439	15	c_2_broken	6	1.0	14	0.42857142857142855	g	d					
13	1659963	5443	C536928	g_d	5443_x_C536928	15	c_2_broken	12	1.0	14	0.8571428571428571	g	d					
16	1815166	6651	C536289	g_d	6651_x_C536289	15	c_1_broken	14	0.0	15	0.9333333333333332	g	d					
18	1815166	D019793	D000544	c_d	D019793_x_D000544	16	c_1_broken	12	0.0	16	0.75	c	d					
19	2510719	C065795	D000544	c_d	C065795_x_D000544	15	c_1_broken	12	0.0	15	0.8	c	d					
21	2854735	D006632	223900	c_d	D006632_x_223900	18	drug relates to disease	7	1.0	17	0.4117647058823529	c	d					
22	2854735	D006632	C536009	c_d	D006632_x_C536009	17	drug has no relation to disease	10	0.0	17	0.5882352941176471	c	d					
23	2854735	D006632	D003680	c_d	D006632_x_D003680	15	drug has no relation to disease	7	0.0	15	0.4666666666666667	c	d					
24	2854735	D006632	D005334	c_d	D006632_x_D005334	15	drug has no relation to disease	7	0.0	15	0.4666666666666667	c	d					
25	2854735	D006632	D007239	c_d	D006632_x_D007239	15	drug has no relation to disease	10	0.0	15	0.6666666666666666	c	d					
26	2854735	D006632	D009123	c_d	D006632_x_D009123	15	drug has no relation to disease	7	1.0	14	0.5	c	d					
27	2854735	D016210	223900	c_d	D016210_x_223900	18	c_1_broken	8	0.0	18	0.4444444444444444	c	d					
28	2854735	D016210	C536009	c_d	D016210_x_C536009	15	drug has no relation to disease	9	1.0	14	0.6428571428571429	c	d					
29	2854735	D016210	D003680	c_d	D016210_x_D003680	15	drug has no relation to disease	11	1.0	14	0.7857142857142857	c	d					
30	2854735	D016210	D005166	c_d	D016210_x_D005166	15	drug has no relation to disease	10	1.0	14	0.7142857142857143	c	d					
31	2854735	D016210	D005334	c_d	D016210_x_D005334	15	drug has no relation to disease	10	1.0	14	0.7142857142857143	c	d					
33	2854735	D016210	D009123	c_d	D016210_x_D009123	15	drug has no relation to disease	8	0.0	15	0.5333333333333333	c	d					
34	2854735	D016210	D017696	c_d	D016210_x_D017696	15	drug has no relation to disease	9	0.0	15	0.6	c	d					
37	3305576	C012036	C564417	c_d	C012036_x_C564417	15	c_1_broken	12	0.0	15	0.8	c	d					
38	3305576	C019358	C564417	c_d	C019358_x_C564417	15	c_1_broken	12	0.0	15	0.8	c	d					
39	3305576	D006493	C564417	c_d	D006493_x_C564417	16	c_1_broken	10	0.0	16	0.625	c	d					
40	3305576	D007531	C564417	c_d	D007531_x_C564417	15	c_1_broken	9	0.0	15	0.6	c	d					
41	3305576	D013395	C564417	c_d	D013395_x_C564417	15	c_1_broken	12	0.0	15	0.8	c	d					
42	3305576	D013481	C564417	c_d	D013481_x_C564417	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
43	3652558	353	202200	g_d	353_x_202200	16	c_1_broken	11	0.0	16	0.6875	g	d					
44	3652558	353	D004941	g_d	353_x_D004941	15	c_1_broken	8	0.0	15	0.5333333333333333	g	d					
45	3652558	D000242	D004941	c_d	D000242_x_D004941	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
46	4075537	5443	C562827	g_d	5443_x_C562827	15	gene relates to disease	8	0.0	15	0.5333333333333333	g	d					
47	4075537	5443	C564577	g_d	5443_x_C564577	15	gene relates to disease	4	0.0	15	0.26666666666666666	g	d					
48	4075537	5443	D004194	g_d	5443_x_D004194	16	c_1_broken	7	0.0	16	0.4375	g	d					
50	4075537	5443	D004938	g_d	5443_x_D004938	15	c_2_broken	11	0.0	15	0.7333333333333333	g	d					
51	4075537	5443	D009410	g_d	5443_x_D009410	15	c_1_broken	5	0.0	15	0.3333333333333333	g	d					
52	4075537	5443	D051437	g_d	5443_x_D051437	15	gene relates to disease	6	0.0	15	0.4	g	d					
53	4075537	5443	D056587	g_d	5443_x_D056587	15	gene relates to disease	5	1.0	14	0.35714285714285715	g	d					
54	7496135	C013059	D018981	c_d	C013059_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
55	7496135	D007501	D000437	c_d	D007501_x_D000437	15	c_1_broken	12	0.0	15	0.8	c	d					
56	7831797	D005047	D007239	c_d	D005047_x_D007239	15	c_1_broken	12	0.0	15	0.8	c	d					
60	8006362	C031345	D000326	c_d	C031345_x_D000326	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
62	8006362	D010831	D000326	c_d	D010831_x_D000326	15	c_1_broken	12	0.0	15	0.8	c	d					
64	8046350	D002241	D001168	c_d	D002241_x_D001168	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
65	8253654	5443	202200	g_d	5443_x_202200	16	c_1_broken	6	0.0	16	0.375	g	d					
68	8333772	7974	202200	g_d	7974_x_202200	15	c_1_broken	13	0.0	15	0.8666666666666667	g	d					
69	8740696	D019793	C536009	c_d	D019793_x_C536009	15	c_1_broken	5	0.0	15	0.3333333333333333	c	d					
70	8740696	D019793	C562827	c_d	D019793_x_C562827	15	c_1_broken	6	0.0	15	0.4	c	d					
71	8740696	D019793	C566307	c_d	D019793_x_C566307	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d					
72	8740696	D019793	D007634	c_d	D019793_x_D007634	18	c_1_broken	11	0.0	18	0.6111111111111112	c	d					
73	8743578	C069126	C535752	c_d	C069126_x_C535752	15	c_1_broken	12	0.0	15	0.8	c	d					
74	8743578	C116406	C535752	c_d	C116406_x_C535752	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
75	8743578	D002241	C535752	c_d	D002241_x_C535752	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
76	8812498	D002241	C535752	c_d	D002241_x_C535752	15	c_1_broken	12	0.0	15	0.8	c	d					
77	8924656	7974	202200	g_d	7974_x_202200	15	c_1_broken	14	1.0	14	1.0	g	d					
78	8981095	C057651	C535752	c_d	C057651_x_C535752	16	c_1_broken	14	0.0	16	0.875	c	d					
79	8981095	C103998	C535752	c_d	C103998_x_C535752	15	c_1_broken	12	0.0	15	0.8	c	d					
80	8981095	D002241	C535752	c_d	D002241_x_C535752	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
81	8981095	D009844	C535752	c_d	D009844_x_C535752	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
82	9579803	C000458	C535752	c_d	C000458_x_C535752	15	c_1_broken	15	0.0	15	1.0	c	d					
83	9579803	C057651	C535752	c_d	C057651_x_C535752	15	c_1_broken	15	0.0	15	1.0	c	d					
84	9621534	59330	C536008	g_d	59330_x_C536008	15	c_1_broken	8	0.0	15	0.5333333333333333	g	d					
85	9621534	59330	C536009	g_d	59330_x_C536009	15	gene has no relation to disease	8	1.0	14	0.5714285714285714	g	d					
86	9621534	59330	D001750	g_d	59330_x_D001750	49	gene has no relation to disease	28	0.0	49	0.5714285714285714	g	d					
87	9621534	59330	D004931	g_d	59330_x_D004931	15	gene has no relation to disease	5	1.0	14	0.35714285714285715	g	d					
88	9621534	59330	D005764	g_d	59330_x_D005764	33	c_1_broken	17	1.0	32	0.53125	g	d					
89	9621534	59330	D014839	g_d	59330_x_D014839	15	c_1_broken	7	0.0	15	0.4666666666666667	g	d					
90	9710235	C032103	D001172	c_d	C032103_x_D001172	15	c_1_broken	12	0.0	15	0.8	c	d					
94	10068747	5443	D001037	g_d	5443_x_D001037	19	gene has no relation to disease	14	0.0	19	0.7368421052631579	g	d					
95	10068747	5443	D003680	g_d	5443_x_D003680	15	gene has no relation to disease	14	0.0	15	0.9333333333333332	g	d					
96	10068747	5443	D003929	g_d	5443_x_D003929	16	gene has no relation to disease	14	0.0	16	0.875	g	d					
98	10068747	5443	D009461	g_d	5443_x_D009461	15	gene has no relation to disease	13	0.0	15	0.8666666666666667	g	d					
99	10068747	5443	D020361	g_d	5443_x_D020361	15	gene has no relation to disease	13	0.0	15	0.8666666666666667	g	d					
100	10068747	5443	D035583	g_d	5443_x_D035583	22	c_2_broken	10	0.0	22	0.4545454545454545	g	d					
101	10386614	D002241	C566000	c_d	D002241_x_C566000	15	c_1_broken	12	1.0	14	0.8571428571428571	c	d					
102	10420116	D002784	D002386	c_d	D002784_x_D002386	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
103	10420116	D004376	D002386	c_d	D004376_x_D002386	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
104	10420116	D005690	D002386	c_d	D005690_x_D002386	15	c_1_broken	9	0.0	15	0.6	c	d					
105	10420116	D005978	D002386	c_d	D005978_x_D002386	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
106	10420116	D010545	D002386	c_d	D010545_x_D002386	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
107	10420116	D014810	D002386	c_d	D014810_x_D002386	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
108	10426592	D000450	C537197	c_d	D000450_x_C537197	17	c_1_broken	12	0.0	17	0.7058823529411765	c	d					
111	10547038	D006021	C535744	c_d	D006021_x_C535744	15	c_1_broken	14	1.0	14	1.0	c	d					
112	10602363	C091414	D018981	c_d	C091414_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
113	10602363	C493003	D018981	c_d	C493003_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
115	10602363	D010710	D018981	c_d	D010710_x_D018981	17	c_1_broken	15	0.0	17	0.8823529411764706	c	d					
116	10714761	17996	D010182	c_d	17996_x_D010182	16	c_1_broken	10	0.0	16	0.625	c	d					
117	10714761	28925	17996	g_c	28925_x_17996	19	c_1_broken	14	1.0	18	0.7777777777777778	g	c					
118	10858229	C047902	D004403	c_d	C047902_x_D004403	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
119	10858229	C404789	D004403	c_d	C404789_x_D004403	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
120	10858229	C405262	D004403	c_d	C405262_x_D004403	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
122	10858229	D000954	D004403	c_d	D000954_x_D004403	15	c_1_broken	12	0.0	15	0.8	c	d					
123	10858229	D009711	D004403	c_d	D009711_x_D004403	16	c_1_broken	14	0.0	16	0.875	c	d					
124	10858229	D017261	D004403	c_d	D017261_x_D004403	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
125	10858229	D018396	D004403	c_d	D018396_x_D004403	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
127	11018092	D013256	D007249	c_d	D013256_x_D007249	15	c_1_broken	9	0.0	15	0.6	c	d					
128	11058895	D000949	D018981	c_d	D000949_x_D018981	15	c_1_broken	12	1.0	14	0.8571428571428571	c	d					
129	11084394	4158	202200	g_d	4158_x_202200	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
130	11084394	4158	C536008	g_d	4158_x_C536008	16	gene mutation is/may be associated with disease	8	0.0	16	0.5	g	d					
131	11084394	4158	C536009	g_d	4158_x_C536009	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d					
132	11084394	4158	D000309	g_d	4158_x_D000309	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
134	11084394	5443	202200	g_d	5443_x_202200	15	gene mutation is/may be associated with disease	7	0.0	15	0.4666666666666667	g	d					
140	11353896	4158	202200	g_d	4158_x_202200	30	gene mutation is/may be associated with disease	26	0.0	30	0.8666666666666667	g	d					
141	11353896	4158	C536008	g_d	4158_x_C536008	29	gene mutation is/may be associated with disease	13	0.0	29	0.4482758620689655	g	d					
142	11353896	4158	C536009	g_d	4158_x_C536009	29	gene has no relation to disease	14	1.0	28	0.5	g	d					
144	11353896	4158	D009422	g_d	4158_x_D009422	29	gene has no relation to disease	13	1.0	28	0.4642857142857143	g	d					
145	11353896	4158	D020022	g_d	4158_x_D020022	26	gene mutation is/may be associated with disease	21	0.0	26	0.8076923076923077	g	d					
146	11353896	5443	202200	g_d	5443_x_202200	34	gene mutation is/may be associated with disease	18	1.0	33	0.5454545454545454	g	d					
152	11404002	D010710	D018981	c_d	D010710_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
154	11807674	D006854	C536009	c_d	D006854_x_C536009	18	drug has no relation to disease	12	2.0	16	0.75	c	d					
155	11807674	D006854	C562827	c_d	D006854_x_C562827	17	drug has no relation to disease	9	0.0	17	0.5294117647058824	c	d					
156	11807674	D006854	D000309	c_d	D006854_x_D000309	19	drug (may) treat(s) disease	11	2.0	17	0.6470588235294118	c	d					
158	11807674	D006854	D014839	c_d	D006854_x_D014839	15	drug has no relation to disease	13	0.0	15	0.8666666666666667	c	d					
159	11836161	C012877	D000742	c_d	C012877_x_D000742	15	c_1_broken	12	0.0	15	0.8	c	d					
160	11836161	C024032	D000742	c_d	C024032_x_D000742	15	c_1_broken	12	0.0	15	0.8	c	d					
161	11836161	C025575	D000742	c_d	C025575_x_D000742	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
162	11836161	C036363	D000742	c_d	C036363_x_D000742	16	c_1_broken	13	0.0	16	0.8125	c	d					
164	11836161	D002241	D000742	c_d	D002241_x_D000742	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
165	11836161	D002518	D000742	c_d	D002518_x_D000742	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
166	11836161	D006021	D000742	c_d	D006021_x_D000742	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
173	11914417	8086	D009134	g_d	8086_x_D009134	21	gene mutation is/may be associated with disease	20	0.0	21	0.9523809523809524	g	d					
176	11914417	8086	D025063	g_d	8086_x_D025063	21	gene mutation is/may be associated with disease	15	0.0	21	0.7142857142857143	g	d					
179	11916319	D003981	D013927	c_d	D003981_x_D013927	15	drug has no relation to disease	7	0.0	15	0.4666666666666667	c	d					
180	11916319	D003981	D018981	c_d	D003981_x_D018981	15	drug (may) treat(s) disease	8	0.0	15	0.5333333333333333	c	d					
181	12070078	C026406	C567437	c_d	C026406_x_C567437	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
182	12070078	C050801	C567437	c_d	C050801_x_C567437	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
183	12070078	C087567	C567437	c_d	C087567_x_C567437	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
184	12070078	C120688	C567437	c_d	C120688_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
185	12070078	D009844	C567437	c_d	D009844_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
186	12070078	D010695	C567437	c_d	D010695_x_C567437	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
191	12150219	5443	D025063	g_d	5443_x_D025063	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d					
192	12164788	C112685	D003550	c_d	C112685_x_D003550	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
193	12164788	D000596	D003550	c_d	D000596_x_D003550	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
194	12164788	D002712	D003550	c_d	D002712_x_D003550	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
195	12164788	D005643	D003550	c_d	D005643_x_D003550	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
196	12164788	D009844	D003550	c_d	D009844_x_D003550	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
197	12185357	1896	D009422	g_d	1896_x_D009422	15	c_1_broken	10	0.0	15	0.6666666666666666	g	d					
198	12413857	C047217	C567437	c_d	C047217_x_C567437	15	drug (may) treat(s) disease	7	0.0	15	0.4666666666666667	c	d					
199	12413857	D000949	C567437	c_d	D000949_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
200	12413857	D010710	C567437	c_d	D010710_x_C567437	16	c_1_broken	11	0.0	16	0.6875	c	d					
201	12429595	8086	607088	g_d	8086_x_607088	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
207	12429595	8086	D002869	g_d	8086_x_D002869	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d					
208	12429595	8086	D003389	g_d	8086_x_D003389	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d					
209	12429595	8086	D003929	g_d	8086_x_D003929	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d					
213	12429595	8086	D009896	g_d	8086_x_D009896	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
217	12530689	5443	D000310	g_d	5443_x_D000310	15	gene relates to disease	9	0.0	15	0.6	g	d					
219	12530689	5443	D025063	g_d	5443_x_D025063	15	gene relates to disease	10	0.0	15	0.6666666666666666	g	d					
225	12530689	8086	D006527	g_d	8086_x_D006527	20	c_2_broken	17	0.0	20	0.85	g	d					
226	12530689	8086	D025063	g_d	8086_x_D025063	20	gene mutation is/may be associated with disease	15	0.0	20	0.75	g	d					
231	12548737	8086	D002873	g_d	8086_x_D002873	15	gene mutation is/may be associated with disease	5	0.0	15	0.3333333333333333	g	d					
233	12548737	8086	D009386	g_d	8086_x_D009386	17	c_2_broken	8	0.0	17	0.4705882352941176	g	d					
234	12548737	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d					
236	12717251	7345	C536008	g_d	7345_x_C536008	15	c_1_broken	7	0.0	15	0.4666666666666667	g	d					
237	12717251	7345	C537394	g_d	7345_x_C537394	15	gene relates to disease	5	0.0	15	0.3333333333333333	g	d					
238	12717251	7345	C562827	g_d	7345_x_C562827	15	gene relates to disease	10	0.0	15	0.6666666666666666	g	d					
239	12717251	7345	D004931	g_d	7345_x_D004931	15	gene relates to disease	9	0.0	15	0.6	g	d					
240	12717251	7345	D004938	g_d	7345_x_D004938	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d					
241	12717251	7345	D005355	g_d	7345_x_D005355	15	c_1_broken	6	0.0	15	0.4	g	d					
242	12717251	7345	D025063	g_d	7345_x_D025063	15	gene relates to disease	10	0.0	15	0.6666666666666666	g	d					
243	12717251	7345	D030342	g_d	7345_x_D030342	15	gene relates to disease	10	0.0	15	0.6666666666666666	g	d					
245	12717251	8086	C537394	g_d	8086_x_C537394	17	c_2_broken	15	1.0	16	0.9375	g	d					
248	12717251	8086	D004938	g_d	8086_x_D004938	16	gene mutation is/may be associated with disease	11	0.0	16	0.6875	g	d					
249	12717251	8086	D005355	g_d	8086_x_D005355	16	gene mutation is/may be associated with disease	7	0.0	16	0.4375	g	d					
250	12717251	8086	D025063	g_d	8086_x_D025063	16	gene mutation is/may be associated with disease	13	0.0	16	0.8125	g	d					
255	12793312	5443	D001342	g_d	5443_x_D001342	15	gene relates to disease	10	1.0	14	0.7142857142857143	g	d					
259	12882516	C013059	D000544	c_d	C013059_x_D000544	15	c_1_broken	9	0.0	15	0.6	c	d					
260	12882516	C014088	D000544	c_d	C014088_x_D000544	16	c_1_broken	7	0.0	16	0.4375	c	d					
261	12882516	C047902	D000544	c_d	C047902_x_D000544	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
262	12882516	C061951	D000544	c_d	C061951_x_D000544	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
266	12882516	D010710	D000544	c_d	D010710_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
267	12882516	D014530	D000544	c_d	D014530_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
268	12911634	C402931	D000544	c_d	C402931_x_D000544	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
269	12932858	C023888	D010300	c_d	C023888_x_D010300	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
270	12947384	D001897	D009369	c_d	D001897_x_D009369	15	drug (may) treat(s) disease	8	0.0	15	0.5333333333333333	c	d					
276	14646395	8086	D008607	g_d	8086_x_D008607	24	gene mutation is/may be associated with disease	16	1.0	23	0.6956521739130435	g	d					
277	14646395	8086	D009386	g_d	8086_x_D009386	16	gene mutation is/may be associated with disease	9	0.0	16	0.5625	g	d					
279	15133511	D002118	D008659	c_d	D002118_x_D008659	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
280	15194565	D009844	D005355	c_d	D009844_x_D005355	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
281	15589762	C039522	D018981	c_d	C039522_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
283	15589762	D006020	D018981	c_d	D006020_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
286	15623514	D002118	D016506	c_d	D002118_x_D016506	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
288	15680696	300259	C536009	g_d	300259_x_C536009	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d					
289	15680696	300259	D000309	g_d	300259_x_D000309	16	gene mutation is/may be associated with disease	16	0.0	16	1.0	g	d					
290	15680696	300259	D000324	g_c	300259_x_D000324	15	c_2_broken	9	0.0	15	0.6	g	c					
291	15680696	D000324	D000309	c_d	D000324_x_D000309	16	c_1_broken	11	0.0	16	0.6875	c	d					
292	15761720	D013311	D008223	c_d	D013311_x_D008223	15	drug has no relation to disease	5	0.0	15	0.3333333333333333	c	d					
293	15804603	C026406	C567437	c_d	C026406_x_C567437	15	c_1_broken	12	0.0	15	0.8	c	d					
294	15804603	C050801	C567437	c_d	C050801_x_C567437	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
295	15804603	C066723	C567437	c_d	C066723_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
296	15804603	C077052	C567437	c_d	C077052_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
297	15804603	C120688	C567437	c_d	C120688_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
298	15804603	C549769	C567437	c_d	C549769_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
299	15804603	D005944	C567437	c_d	D005944_x_C567437	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
300	15804603	D009844	C567437	c_d	D009844_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
301	15804603	D015057	C567437	c_d	D015057_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
302	16001505	D000588	D004342	c_d	D000588_x_D004342	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
303	16001505	D009844	D004342	c_d	D009844_x_D004342	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
304	16001505	D018396	D004342	c_d	D018396_x_D004342	15	c_1_broken	9	0.0	15	0.6	c	d					
305	16098009	8086	256600	g_d	8086_x_256600	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d					
311	16098009	8086	D009135	g_d	8086_x_D009135	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d					
313	16098009	8086	D020361	g_d	8086_x_D020361	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d					
314	16197535	5443	D014355	g_d	5443_x_D014355	15	gene has no relation to disease	10	0.0	15	0.6666666666666666	g	d					
315	16197535	5443	D019578	g_d	5443_x_D019578	18	gene relates to disease	7	0.0	18	0.3888888888888889	g	d					
320	16264411	8086	D003929	g_d	8086_x_D003929	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
321	16264411	8086	D004827	g_d	8086_x_D004827	16	gene mutation is/may be associated with disease	12	0.0	16	0.75	g	d					
324	16264411	8086	D014832	g_d	8086_x_D014832	17	gene mutation is/may be associated with disease	15	0.0	17	0.8823529411764706	g	d					
325	16264411	8086	D018268	g_d	8086_x_D018268	18	c_2_broken	13	0.0	18	0.7222222222222222	g	d					
326	16264411	8086	D020734	g_d	8086_x_D020734	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
328	16274825	C047712	D008288	c_d	C047712_x_D008288	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
329	16315367	C047192	D018979	c_d	C047192_x_D018979	15	c_1_broken	12	1.0	14	0.8571428571428571	c	d					
330	16317064	C012877	D018981	c_d	C012877_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
331	16317064	C050801	D018981	c_d	C050801_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
332	16317064	D007455	D018981	c_d	D007455_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
333	16317064	D009844	D018981	c_d	D009844_x_D018981	15	c_1_broken	13	1.0	14	0.9285714285714286	c	d					
334	16372276	D000596	D018981	c_d	D000596_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
335	16372276	D010710	D018981	c_d	D010710_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
336	16510524	D005033	D018981	c_d	D005033_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
337	16510524	D020126	D018981	c_d	D020126_x_D018981	16	c_1_broken	7	0.0	16	0.4375	c	d					
339	16528113	351	D009135	g_d	351_x_D009135	21	c_1_broken	10	1.0	20	0.5	g	d					
340	16609705	8086	613385	g_d	8086_x_613385	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d					
343	16609705	8086	C537301	g_d	8086_x_C537301	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d					
346	16609705	8086	D006527	g_d	8086_x_D006527	15	c_2_broken	12	0.0	15	0.8	g	d					
348	16714295	C014088	D019636	c_d	C014088_x_D019636	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
349	16915903	D015242	C536009	c_d	D015242_x_C536009	18	drug (may) treat(s) disease	11	1.0	17	0.6470588235294118	c	d					
350	16915903	D015242	C566307	c_d	D015242_x_C566307	15	drug (may) treat(s) disease	12	0.0	15	0.8	c	d					
351	16915903	D015242	D003318	c_d	D015242_x_D003318	18	drug (may) treat(s) disease	11	2.0	16	0.6875	c	d					
354	16937455	5443	D005530	g_d	5443_x_D005530	15	c_2_broken	9	0.0	15	0.6	g	d					
355	16937455	5443	D007501	g_c	5443_x_D007501	17	gene has no relation to drug	5	1.0	16	0.3125	g	c					
