	SUBJECT_NAME	PREDICATE	OBJECT_NAME	PMID	SUBJECT_CUI	SUBJECT_SEMTYPE	OBJECT_CUI	OBJECT_SEMTYPE	PREDICATION_ID	SENTENCE_ID	SUBJECT_NOVELTY	OBJECT_NOVELTY
461	Proteins	ASSOCIATED_WITH	Parkinson Disease	12932858	C0033684	aapp	C0030567	dsyn	50238213	87926864	1	1
462	alpha-Synuclein	PART_OF	Adrenal medullary cell	12932858	C0285890	aapp	C0229568	cell	50238233	87926961	1	1
463	alpha-Synuclein	ASSOCIATED_WITH	Parkinson Disease	12932858	C0285890	aapp	C0030567	dsyn	50238358	87926992	1	1
464	alpha-Synuclein	PART_OF	Golgi Apparatus	12932858	C0285890	aapp	C0018042	celc	50238369	87926992	1	1
465	Adrenal gland hypofunction	COEXISTS_WITH	Syndrome	16098009	C0001623	dsyn	C0039082	dsyn	50291411	88025179	1	0
466	Nerve Degeneration	COEXISTS_WITH	Syndrome	16098009	C0027746	comd	C0039082	dsyn	50291417	88025179	1	0
467	Alacrima	COEXISTS_WITH	Syndrome	16098009	C0344505	cgab	C0039082	dsyn	50291425	88025179	1	0
468	Autonomic dysfunction	COEXISTS_WITH	Syndrome	16098009	C0741307	patf	C0039082	dsyn	50291428	88025179	1	0
469	Achalasia	COEXISTS_WITH	Syndrome	16098009	C1321756	fndg	C0039082	dsyn	50291436	88025179	1	0
470	House mice	ISA	Mus	16847318	C0025914	mamm	C0026809	mamm	50305353	88050320	1	1
471	PMM1 gene	NEG_ASSOCIATED_WITH	Disease	16847318	C1418673	gngm	C0012634	dsyn	50305595	88050811	1	0
472	PMM1 gene	PART_OF	Mus	16847318	C1418673	gngm	C0026809	mamm	50305633	88050900	1	1
473	Histocytochemistry	USES	Lectin	16847318	C0019635	lbpr	C0023206	aapp	50305838	88051239	1	1
474	Brain	LOCATION_OF	PMM1 gene	16847318	C0006104	bpoc	C1418673	aapp	50305916	88051339	1	1
475	Unable	PROCESS_OF	Patients	16847318	C1299582	fndg	C0030705	humn	50305920	88051339	1	0
476	Fibroblasts	PART_OF	Human	16510524	C0016030	cell	C0020114	humn	50469286	88351211	1	1
477	Mutation	PROCESS_OF	glycosylation	16510524	C0026882	genf	C0017982	npop	50469346	88351321	1	1
478	Fibroblasts	PART_OF	Patients	16510524	C0016030	cell	C0030705	humn	50469386	88351448	1	0
479	Fibroblasts	LOCATION_OF	Renal tubular disorder	16510524	C0016030	cell	C0151747	dsyn	50469599	88351730	1	1
480	Cells	PART_OF	Patients	16510524	C0007634	cell	C0030705	humn	50469654	88351909	1	0
481	Therapeutic procedure	USES	Brefeldin A	16510524	C0087111	topp	C0054036	antb	50469665	88351909	0	1
482	keratinocyte	PART_OF	Human	24115865	C0022567	cell	C0020114	humn	50962794	89255298	1	1
483	Dimethyl Sulfoxide	ISA	Antioxidants	24115865	C0012403	orch	C0003402	phsu	50962914	89255384	1	1
484	keratinocyte	PART_OF	Human	24115865	C0022567	cell	C0020114	humn	50963034	89255597	1	1
485	Disease	PROCESS_OF	Human	15623514	C0012634	dsyn	C0020114	humn	51128070	89557512	0	1
486	ATP2C1 gene	CAUSES	Disease	15623514	C1421881	gngm	C0012634	dsyn	51128074	89557512	1	0
487	ATP2C1 gene	AFFECTS	keratinocyte	15623514	C1421881	gngm	C0022567	cell	51128079	89557512	1	1
488	Molecular Chaperones	PART_OF	Endoplasmic Reticulum	15623514	C0243041	aapp	C0014239	celc	51128258	89557846	1	1
489	Molecular Chaperones	AFFECTS	cell activation	15623514	C0243041	aapp	C1326120	celf	51128265	89557846	1	1
490	Amyloid beta-Protein	PART_OF	Fibril	17255094	C0078939	aapp	C0225328	celc	51865475	90913359	1	1
491	Oxidative Stress	COEXISTS_WITH	Senile Plaques	17255094	C0242606	comd	C0333463	acab	51865478	90913359	1	1
492	Lipids	PART_OF	Brain	17255094	C0023779	lipd	C0006104	bpoc	51865608	90913610	1	1
493	4-hydroxy-2-nonenal	COEXISTS_WITH	Lipids	17255094	C0048297	orch	C0023779	lipd	51865617	90913610	1	1
494	4-hydroxy-2-nonenal	COEXISTS_WITH	Lipids	17255094	C0048297	orch	C0023779	lipd	51865630	90913610	1	1
495	glycosylation	AFFECTS	Anabolism	17520685	C0017982	npop	C0220781	biof	52099080	91336853	1	1
496	Serum	LOCATION_OF	Glycoproteins	17520685	C0229671	bdsu	C0017968	aapp	52099092	91336884	1	1
497	Serum	LOCATION_OF	Glycoproteins	17520685	C0229671	bdsu	C0017968	aapp	52099103	91336913	1	1
498	Digestion	PRODUCES	Serum	17520685	C0012238	orgf	C0229671	bdsu	52099116	91336941	1	1
499	Serum	LOCATION_OF	Glycoproteins	17520685	C0229671	bdsu	C0017968	aapp	52099130	91336966	1	1
500	Adrenal gland hypofunction	COEXISTS_WITH	Syndrome	18628786	C0001623	dsyn	C0039082	dsyn	52234113	91599385	1	0
501	Alacrima	COEXISTS_WITH	Syndrome	18628786	C0344505	cgab	C0039082	dsyn	52234119	91599385	1	0
502	Achalasia	COEXISTS_WITH	Syndrome	18628786	C1321756	fndg	C0039082	dsyn	52234130	91599385	1	0
503	Muscular Atrophy	PROCESS_OF	Girls	18628786	C0026846	dsyn	C0870604	humn	52234188	91599552	1	1
504	Axonal neuropathy	PROCESS_OF	Girls	18628786	C0270921	dsyn	C0870604	humn	52234195	91599552	1	1
505	Green Fluorescent Proteins	PART_OF	Nuclear Pore Complex	18628786	C0120285	aapp	C0598988	celc	52234360	91599953	1	1
506	Bone plates	USES	Filters	17986439	C0005971	medd	C0180860	medd	52609591	92310096	1	1
507	Epithelial Cells	PART_OF	Prostate	17986439	C0014597	cell	C0033572	bpoc	52609719	92310383	1	1
508	mannose-6-phosphate	AFFECTS	Cytokinesis of the fertilized ovum	21737679	C0065688	bacs	C1330957	celf	52806707	92693546	1	1
509	Phosphotransferases	PART_OF	Endoplasmic Reticulum	21737679	C0031727	aapp	C0014239	celc	52806823	92693775	1	1
510	research study	USES	Sensors	21737679	C0681814	resa	C0183210	medd	52806827	92693775	1	1
511	Phosphotransferases	DISRUPTS	Translation, Genetic	21737679	C0031727	enzy	C0040711	genf	52806832	92693775	1	1
512	P-selectin ligand protein	INTERACTS_WITH	Selectins	19996411	C0249992	aapp	C0282651	aapp	52968974	93019612	1	1
513	Selectins	TREATS	Inflammatory disorder	19996411	C0282651	aapp	C1290884	dsyn	52969002	93019700	1	1
514	Selectins	PART_OF	Cell surface	19996411	C0282651	aapp	C0699040	celc	52969063	93019781	1	1
515	Sugars	INTERACTS_WITH	Polysaccharides	19996411	C0242209	carb	C0032594	carb	52969065	93019781	1	1
516	Epitopes	DISRUPTS	Cell Adhesion	19996411	C0003316	imft	C0007577	celf	52969104	93019907	1	1
517	Epitopes	ISA	Antigens	19996411	C0003316	imft	C0003320	bacs	52969176	93019980	1	1
518	Cutaneous	LOCATION_OF	Lymphocyte	19996411	C0221912	spco	C0024264	cell	52969182	93019980	1	1
519	P-selectin ligand protein	COEXISTS_WITH	Polysaccharides	19996411	C0249992	aapp	C0032594	carb	52969239	93020176	1	1
520	Epitopes	COEXISTS_WITH	P-selectin ligand protein	19996411	C0003316	imft	C0249992	aapp	52969259	93020228	1	1
521	lactosamine	COEXISTS_WITH	P-selectin ligand protein	19996411	C0064610	carb	C0249992	aapp	52969264	93020228	1	1
522	Disease	PROCESS_OF	Human	18269265	C0012634	dsyn	C0020114	humn	53212819	93497362	0	1
523	Limb structure	LOCATION_OF	Asthenia	18615337	C0015385	bpoc	C0004093	sosy	53299773	93659869	1	1
524	Limb structure	LOCATION_OF	Muscular Atrophy	18615337	C0015385	bpoc	C0026846	dsyn	53299781	93659869	1	1
525	Amyotrophic Lateral Sclerosis	PROCESS_OF	Adolescent	18615337	C0002736	dsyn	C0205653	humn	53299821	93660029	1	1
526	Neurologic Symptoms	COEXISTS_WITH	Syndrome	18615337	C0235031	sosy	C0039082	dsyn	53299873	93660065	1	0
527	Operative Surgical Procedures	TREATS	Achalasia	18615337	C0543467	topp	C1321756	fndg	53299881	93660065	1	1
528	Amyotrophic Lateral Sclerosis	PROCESS_OF	Adolescent	18615337	C0002736	dsyn	C0205653	humn	53299932	93660177	1	1
529	Fimbriae Proteins	PART_OF	Francisella tularensis	21804002	C0071061	aapp	C0016677	bact	53430278	93911581	1	1
530	Disease	AFFECTS	Pathogenesis	21804002	C0012634	dsyn	C0699748	patf	53430348	93911718	0	0
531	Francisella tularensis	LOCATION_OF	Fimbriae Proteins	21804002	C0016677	bact	C0071061	aapp	53430351	93911718	1	1
532	Escherichia coli	LOCATION_OF	dolichyl-diphosphooligosaccharide - protein glycotransferase	21804002	C0014834	bact	C0283757	aapp	53430429	93911924	1	1
533	Francisella tularensis	LOCATION_OF	dolichyl-diphosphooligosaccharide - protein glycotransferase	21804002	C0016677	bact	C0283757	aapp	53430436	93911924	1	1
534	Francisella species	LOCATION_OF	PGLA	21804002	C1295833	bact	C0136335	aapp	53430611	93912334	1	1
535	Therapeutic Intervention	TREATS	Neurodegenerative Disorders	21615270	C0808232	topp	C0524851	dsyn	53559519	94166145	1	1
536	Oxidative Stress	COEXISTS_WITH	Neurodegenerative Disorders	21615270	C0242606	comd	C0524851	dsyn	53559544	94166197	1	1
537	Functional disorder	COEXISTS_WITH	Neurodegenerative Disorders	21615270	C0277785	patf	C0524851	dsyn	53559597	94166255	1	1
538	Functional disorder	COEXISTS_WITH	Oxidative Stress	21615270	C0277785	patf	C0242606	comd	53559640	94166321	1	1
539	Glutathione	ASSOCIATED_WITH	Nerve Degeneration	21615270	C0017817	aapp	C0027746	comd	53559747	94166413	1	1
540	Insulin	AUGMENTS	unfolded protein response	21029306	C0021641	aapp	C1523448	moft	53837603	94696113	1	1
541	Phosphotransferases	PART_OF	Endoplasmic Reticulum	21029306	C0031727	aapp	C0014239	celc	53837702	94696282	1	1
542	Phosphotransferases	INTERACTS_WITH	Eukaryotic Initiation Factor-2	21029306	C0031727	aapp	C0013729	aapp	53837715	94696282	1	1
543	Eukaryotic Initiation Factor-2	DISRUPTS	Protein Biosynthesis	21029306	C0013729	aapp	C0597295	moft	53837722	94696282	1	1
544	PROTEIN KINASE	DISRUPTS	Cells	21029306	C0033640	aapp	C0007634	cell	53837727	94696282	1	1
545	Oxidative Stress	COEXISTS_WITH	Diabetes Mellitus, Non-Insulin-Dependent	21029306	C0242606	comd	C0011860	dsyn	53837806	94696490	1	1
546	Insulin Resistance	PROCESS_OF	Mus	21029306	C0021655	patf	C0026809	mamm	53837902	94696740	1	1
547	Mus	LOCATION_OF	DDIT3 gene	21029306	C0026809	mamm	C1413947	aapp	53837907	94696740	1	1
548	Aspartic Acid	PART_OF	Tryptophan	19322026	C0004015	bacs	C0041249	aapp	53944066	94894592	1	1
549	Mutation	CAUSES	Rare Diseases	19322026	C0026882	genf	C0678236	dsyn	53944071	94894592	1	1
550	Syndrome	PRODUCES	Body tissue	19322026	C0039082	dsyn	C0040300	tisu	53944114	94894771	0	1
551	Proteins	PART_OF	Adrenal Glands	19322026	C0033684	aapp	C0001625	bpoc	53944186	94894855	1	1
552	Proteins	PART_OF	Pancreas	19322026	C0033684	aapp	C0030274	bpoc	53944200	94894855	1	1
553	Proteins	PART_OF	Pituitary Gland	19322026	C0033684	aapp	C0032005	bpoc	53944213	94894855	1	1
554	Nuclear Envelope	LOCATION_OF	nervous system disorder	19322026	C0028584	celc	C0027765	dsyn	53944275	94895021	1	0
555	Brain	PRODUCES	Proteins	21460210	C0006104	bpoc	C0033684	aapp	54078777	95145280	1	1
556	Brain	PART_OF	Wild Type Mouse	21460210	C0006104	bpoc	C1520150	mamm	54078867	95145404	1	1
557	Brain	LOCATION_OF	Polysaccharides	21460210	C0006104	bpoc	C0032594	carb	54078870	95145404	1	1
558	Brain	LOCATION_OF	alpha-Dystroglycan	21460210	C0006104	bpoc	C1312042	aapp	54079161	95145888	1	1
559	jacalin	ISA	Lectin	20631728	C0064133	aapp	C0023206	aapp	54172772	95328868	1	1
560	jacalin	INTERACTS_WITH	desmoglein 1	20631728	C0064133	aapp	C0251058	aapp	54172780	95328868	1	1
561	Autoantibodies	ASSOCIATED_WITH	Pemphigus Foliaceus	20631728	C0004358	aapp	C0263313	dsyn	54172837	95328983	1	1
562	desmoglein 1	ISA	Desmogleins	20631728	C0251058	aapp	C0113216	aapp	54172844	95328983	1	1
563	Pemphigus Foliaceus	ISA	Autoimmune skin disease	20631728	C0263313	dsyn	C0406632	dsyn	54172848	95328983	1	1
564	Autoantibodies	ASSOCIATED_WITH	Autoimmune skin disease	20631728	C0004358	aapp	C0406632	dsyn	54172852	95328983	1	1
565	jacalin	ISA	Plant Lectins	20631728	C0064133	aapp	C0304052	aapp	54172892	95329128	1	1
566	jacalin	INTERACTS_WITH	desmoglein 1	20631728	C0064133	aapp	C0251058	aapp	54172898	95329128	1	1
567	jacalin	DISRUPTS	Cell surface	20631728	C0064133	aapp	C0699040	celc	54173004	95329289	1	1
568	Peanut Agglutinin	ISA	Plant Lectins	20631728	C0070198	aapp	C0304052	aapp	54173083	95329451	1	1
569	Thomsen-Friedenreich antigen	ISA	Antigens	20631728	C0145707	carb	C0003320	bacs	54173085	95329451	1	1
570	Peanut Agglutinin	INTERACTS_WITH	Carbohydrates	20631728	C0070198	aapp	C0007004	carb	54173087	95329451	1	1
571	desmoglein 1	AFFECTS	Blister, skin	20631728	C0251058	aapp	C0848447	inpo	54173093	95329451	1	1
572	Autoantibodies	CAUSES	Blister, skin	20631728	C0004358	aapp	C0848447	inpo	54173204	95329636	1	1
573	Antigens	NEG_INTERACTS_WITH	desmoglein 1	20631728	C0003320	bacs	C0251058	aapp	54173210	95329636	1	1
574	Reactive Oxygen Species	AUGMENTS	Cells	19948727	C0162772	elii	C0007634	cell	54373550	95715877	1	1
575	Natural Products	PART_OF	Cells	19948727	C1566558	bacs	C0007634	cell	54373554	95715877	1	1
576	Heat-Shock Proteins, Small	ISA	Molecular Chaperones	19948727	C1564779	aapp	C0243041	aapp	54373637	95716092	1	1
577	Mitochondrial matrix	LOCATION_OF	HSPB8 gene	19948727	C1510421	celc	C1428937	aapp	54373687	95716184	1	1
578	Mice, Nude	LOCATION_OF	HSPB8 gene	19948727	C0025932	mamm	C1428937	aapp	54373927	95716594	1	1
579	HSPB8 gene	INHIBITS	Protein p53	19948727	C1428937	gngm	C0080055	gngm	54373978	95716718	1	1
580	Ovarian Carcinoma	PROCESS_OF	Patients	18642944	C0029925	neop	C0030705	humn	54884668	96688075	1	0
581	Ovarian Carcinoma	PROCESS_OF	Woman	18642944	C0029925	neop	C0043210	humn	54884735	96688181	1	1
582	Ovarian Carcinoma	PROCESS_OF	Patients	18642944	C0029925	neop	C0030705	humn	54884938	96688478	1	0
583	Glycoproteins	PART_OF	Individual	18642944	C0017968	aapp	C0237401	humn	54884985	96688720	1	1
584	Serum specimen	LOCATION_OF	Glycoproteins	18642944	C0444266	bdsu	C0017968	aapp	54885116	96688971	1	1
585	Serum specimen	LOCATION_OF	Fibronectins	18642944	C0444266	bdsu	C0016055	aapp	54885228	96689138	1	1
586	Serum specimen	LOCATION_OF	IgA1	18642944	C0444266	bdsu	C0020840	aapp	54885242	96689138	1	1
587	Polysaccharides	compared_with	Polysaccharides	18642944	C0032594	carb	C0032594	carb	54885246	96689138	1	1
588	Polysaccharides	different_from	Polysaccharides	18642944	C0032594	carb	C0032594	carb	54885253	96689138	1	1
589	Polysaccharides	PREDISPOSES	Ovarian Carcinoma	18642944	C0032594	carb	C0029925	neop	54885344	96689341	1	1
590	Syndrome	PROCESS_OF	Patients	20051279	C0039082	dsyn	C0030705	humn	54934638	96777963	0	0
591	Alacrima	COEXISTS_WITH	Rare Diseases	20051279	C0344505	cgab	C0678236	dsyn	54934711	96778063	1	1
592	Neuropathy	PROCESS_OF	Patients	20051279	C0442874	dsyn	C0030705	humn	54934810	96778270	1	0
593	Alacrima	ISA	Symptoms	20051279	C0344505	cgab	C1457887	sosy	54934929	96778530	1	0
594	Glucocorticoid deficiency with achalasia	PROCESS_OF	Patients	20051279	C0271742	dsyn	C0030705	humn	54934931	96778530	1	0
595	Neurologic Deficits	PROCESS_OF	Patients	20051279	C0521654	fndg	C0030705	humn	54934938	96778530	1	0
596	Guanine Nucleotide Exchange Factors	AFFECTS	Protein Metabolism	20926387	C0120465	aapp	C0597299	moft	55200274	97283639	1	1
597	Endoplasmic Reticulum	LOCATION_OF	Proteins	20926387	C0014239	celc	C0033684	aapp	55200377	97283868	1	1
598	Vacuole	LOCATION_OF	Proteins	20926387	C0042219	celc	C0033684	aapp	55200382	97283868	1	1
599	carboxypeptidase C	NEG_STIMULATES	Guanine Nucleotide Exchange Factors	20926387	C0108471	aapp	C0120465	gngm	55200573	97284180	1	1
600	Congenital Disorders	PROCESS_OF	Caenorhabditis elegans	19729382	C0242354	dsyn	C0162610	invt	55517414	97890271	0	1
601	Proteins	AFFECTS	glycosylation	19729382	C0033684	aapp	C0017982	npop	55517716	97890724	1	1
602	Silence	PROCESS_OF	Patients	19729382	C0858952	mobd	C0030705	humn	55517799	97890893	1	0
603	Polysaccharides	TREATS	Human	19729382	C0032594	phsu	C0020114	humn	55517930	97891186	1	1
604	Blepharophimosis syndrome	PROCESS_OF	Patients	19172509	C0265237	dsyn	C0030705	humn	56047183	98914306	1	0
605	Patients	LOCATION_OF	Alacrima	19172509	C0030705	humn	C0344505	cgab	56047194	98914306	0	1
606	Blepharophimosis syndrome	PROCESS_OF	Patients	19172509	C0265237	dsyn	C0030705	humn	56047237	98914363	1	0
607	Patients	LOCATION_OF	Alacrima	19172509	C0030705	humn	C0344505	cgab	56047239	98914363	0	1
608	Conservative therapy	USES	Tears, Artificial	19172509	C0459914	topp	C0003921	phsu	56047350	98914574	1	1
609	Alacrima	PART_OF	Patients	19172509	C0344505	cgab	C0030705	humn	56047483	98914873	1	0
610	Achalasia	COEXISTS_WITH	Rare Diseases	19172511	C1321756	fndg	C0678236	dsyn	56047844	98915569	1	1
611	Mutation	PROCESS_OF	Patients	19172511	C0026882	genf	C0030705	humn	56047879	98915694	1	0
612	Alacrima	PART_OF	Patients	19172511	C0344505	cgab	C0030705	humn	56047882	98915694	1	0
613	alpha-Bungarotoxin	INTERACTS_WITH	Cholinergic Receptors	19346129	C0002246	hops	C0034792	aapp	56715774	100174513	1	1
614	Area	LOCATION_OF	Muscle Fibers	19346129	C0205146	spco	C0242697	cell	56715806	100174567	1	1
615	Bacteria	LOCATION_OF	Serine	19251655	C0004611	bact	C0036720	aapp	56822601	100388392	1	1
616	Eukaryota	LOCATION_OF	Serine	19251655	C0684063	orgm	C0036720	aapp	56822606	100388392	1	1
617	Gonorrhea	ISA	Disease	19251655	C0018081	dsyn	C0012634	dsyn	56822700	100388587	1	0
618	Neisseria gonorrhoeae	ISA	Gram-Negative Bacteria	19251655	C0027573	bact	C0018150	bact	56822701	100388587	1	1
619	Neisseria gonorrhoeae	LOCATION_OF	Membrane Proteins	19251655	C0027573	bact	C0025252	aapp	56822705	100388587	1	1
620	protein thiol-disulfide exchange	ISA	protein folding	19251655	C1159315	moft	C0162847	moft	56822774	100388738	1	1
621	periplasm	LOCATION_OF	Compartments	19251655	C0525009	celc	C1185625	bsoj	56822836	100388866	1	1
622	Antioxidants	INHIBITS	Stress	19011102	C0003402	phsu	C0038435	fndg	57073589	100889644	1	1
623	Proteins	PART_OF	Factor VIII	19011102	C0033684	bacs	C0015506	aapp	57073680	100889825	1	1
624	unfolded protein response	CAUSES	Apoptosis	19011102	C1523448	moft	C0162638	celf	57073751	100889928	1	1
625	Antioxidants	ISA	Therapeutic procedure	19011102	C0003402	phsu	C0087111	topp	57073810	100890032	1	0
626	Therapeutic procedure	USES	Antioxidants	19011102	C0087111	topp	C0003402	phsu	57073818	100890032	0	1
627	Endoplasmic Reticulum	LOCATION_OF	Reactive Oxygen Species	19011102	C0014239	celc	C0162772	elii	57073862	100890188	1	1
628	Reactive Oxygen Species	AFFECTS	Cell Survival	19011102	C0162772	bacs	C0007620	celf	57073927	100890279	1	1
629	Reactive Oxygen Species	AFFECTS	protein folding	19011102	C0162772	bacs	C0162847	moft	57073928	100890279	1	1
630	Intervention regimes	PREVENTS	Disease	19011102	C1273869	hlca	C0012634	dsyn	57073933	100890279	1	0
631	Examination, complete	TREATS	Patients	21626165	C0849872	hlca	C0030705	humn	57100183	100939996	1	0
632	Fibrous layer	PART_OF	Entire nerve	21626165	C1185705	tisu	C1280541	bpoc	57100323	100940268	1	1
633	Electroretinography	ADMINISTERED_TO	Family	21626165	C0013867	diap	C0015576	humn	57100406	100940463	1	1
634	Tomography, Optical Coherence	ADMINISTERED_TO	Family	21626165	C0920367	diap	C0015576	humn	57100411	100940463	1	1
635	Cells	PART_OF	Patients	21315133	C0007634	cell	C0030705	humn	57374617	101467040	1	0
636	Congenital Disorders	PROCESS_OF	Patients	21315133	C0242354	dsyn	C0030705	humn	57374620	101467040	0	0
637	Cells	LOCATION_OF	Oligosaccharides	21315133	C0007634	cell	C0028959	carb	57374622	101467040	1	1
638	Endoplasmic Reticulum	LOCATION_OF	Dolichol	21315133	C0014239	celc	C0012990	lipd	57374674	101467124	1	1
639	Location	LOCATION_OF	Cells	21315133	C0450429	spco	C0007634	cell	57374935	101467632	1	1
640	Mutation	CAUSES	Amyotrophic Lateral Sclerosis	21739997	C0026882	genf	C0002736	dsyn	57713165	102120476	1	1
641	Superoxide Dismutase	ASSOCIATED_WITH	Disease Progression	21739997	C0038838	aapp	C0242656	patf	57713228	102120585	1	1
642	Superoxide Dismutase	ASSOCIATED_WITH	Symptoms	21739997	C0038838	aapp	C1457887	sosy	57713233	102120585	1	0
643	Disease Progression	PROCESS_OF	Patients	21739997	C0242656	patf	C0030705	humn	57713238	102120585	1	0
644	Symptoms	PROCESS_OF	Patients	21739997	C1457887	sosy	C0030705	humn	57713245	102120585	0	0
645	Superoxide Dismutase	PART_OF	Patients	21739997	C0038838	aapp	C0030705	humn	57713251	102120585	1	0
646	Superoxide Dismutase	TREATS	Oxidative Stress	21739997	C0038838	phsu	C0242606	comd	57713609	102121355	1	1
647	Polysaccharides	ASSOCIATED_WITH	Celiac Disease	20938724	C0032594	carb	C0007570	dsyn	58071156	102809380	1	1
648	Mucous Membrane	LOCATION_OF	Injury	20938724	C0026724	tisu	C0175677	inpo	58071229	102809427	1	1
649	Celiac Disease	PRODUCES	Autoantibodies	20938724	C0007570	dsyn	C0004358	imft	58071238	102809427	1	1
650	CD79A gene	PART_OF	Patients	20938724	C1413238	gngm	C0030705	humn	58071318	102809562	1	0
651	Celiac Disease	PROCESS_OF	Patients	20938724	C0007570	dsyn	C0030705	humn	58071420	102809660	1	0
652	Patients	LOCATION_OF	Autoantibodies	20938724	C0030705	humn	C0004358	aapp	58071428	102809660	0	1
653	Celiac Disease	PROCESS_OF	Patients	20938724	C0007570	dsyn	C0030705	humn	58071548	102809973	1	0
654	Polysaccharides	TREATS	Celiac Disease	20938724	C0032594	phsu	C0007570	dsyn	58071552	102809973	1	1
655	Polysaccharides	TREATS	Patients	20938724	C0032594	phsu	C0030705	podg	58071555	102809973	1	0
656	Adrenal gland hypofunction	COEXISTS_WITH	Autosome Disorders	20499090	C0001623	dsyn	C0870182	comd	58110004	102881841	1	1
657	Nerve Degeneration	COEXISTS_WITH	Autosome Disorders	20499090	C0027746	comd	C0870182	comd	58110013	102881841	1	1
658	Alacrima	COEXISTS_WITH	Autosome Disorders	20499090	C0344505	cgab	C0870182	comd	58110018	102881841	1	1
659	Autonomic dysfunction	COEXISTS_WITH	Autosome Disorders	20499090	C0741307	patf	C0870182	comd	58110026	102881841	1	1
660	Mutation	PROCESS_OF	Patients	20499090	C0026882	genf	C0030705	humn	58110062	102881961	1	0
661	Alacrima	ISA	Symptoms	20499090	C0344505	cgab	C1457887	sosy	58110334	102882341	1	0
662	Mutation	PROCESS_OF	Child	20499090	C0026882	genf	C0008059	humn	58110452	102882576	1	1
663	Zinc	PART_OF	Proteins	18171607	C0043481	bacs	C0033684	aapp	58210527	103076144	1	1
664	Antioxidants	INTERACTS_WITH	Ions	18171607	C0003402	phsu	C0022023	elii	58210529	103076144	1	1
665	Reactive Oxygen Species	INTERACTS_WITH	Ions	18171607	C0162772	bacs	C0022023	elii	58210536	103076144	1	1
666	Sulfur	COEXISTS_WITH	Proteins	18171607	C0038774	elii	C0033684	aapp	58210587	103076445	1	1
667	Cells	LOCATION_OF	Metallothionein	18171607	C0007634	cell	C0025545	aapp	58210677	103076717	1	1
668	Body tissue	LOCATION_OF	Metallothionein	18171607	C0040300	tisu	C0025545	aapp	58210680	103076717	1	1
669	Metallothionein	AUGMENTS	Fluctuation	18171607	C0025545	aapp	C0231239	sosy	58210819	103076939	1	1
670	Intestines, Small	PART_OF	Rattus norvegicus	20523973	C0021852	bpoc	C0034693	mamm	58440218	103535572	1	1
671	Therapeutic procedure	USES	Mannose	20523973	C0087111	topp	C0024742	carb	58440281	103535624	0	1
672	Therapeutic procedure	TREATS	Congenital Disorders	20523973	C0087111	topp	C0242354	dsyn	58440287	103535624	0	0
673	Mannose-6-Phosphate Isomerase	AFFECTS	Growth	20523973	C0024744	aapp	C0018270	orgf	58440382	103535744	1	1
674	Mutase	AFFECTS	Growth	20523973	C0524938	aapp	C0018270	orgf	58440383	103535744	1	1
675	ileum	LOCATION_OF	Glycoproteins	20523973	C0020885	bpoc	C0017968	aapp	58440636	103536288	1	1
676	jejunum	LOCATION_OF	Mutase	20523973	C0022378	bpoc	C0524938	aapp	58440643	103536288	1	1
677	Growth	AFFECTS	mannose transport	20523973	C0018270	orgf	C1159534	celf	58440734	103536475	1	1
678	biological adaptation to stress	PROCESS_OF	Staphylococcus aureus	19880638	C0149784	phsf	C0038172	bact	58707419	104049901	1	1
679	biofilm formation	PROCESS_OF	Staphylococcus aureus	19880638	C1325881	celf	C0038172	bact	58707424	104049901	1	1
680	Copper	INTERACTS_WITH	Enzymes	19880638	C0009968	bacs	C0014442	enzy	58707464	104049981	1	1
681	cofactor	PREVENTS	Toxic effect	19880638	C0178555	bacs	C0600688	inpo	58707515	104050059	0	1
682	Copper	CAUSES	copper ion homeostasis	19880638	C0009968	phsu	C1156272	celf	58707665	104050310	1	1
683	Plication	CAUSES	Functional disorder	18773310	C0185026	topp	C0277785	patf	58964495	104553744	1	1
684	Herbicides	CAUSES	Oxidative Stress	18773310	C0019236	hops	C0242606	comd	58964543	104553940	1	1
685	Paraquat	CAUSES	Stress	18773310	C0030493	hops	C0038435	fndg	58964681	104554209	1	1
686	Molecular Chaperones	STIMULATES	Paraquat	18773310	C0243041	aapp	C0030493	hops	58964764	104554276	1	1
687	Paraquat	INHIBITS	multicatalytic endopeptidase complex	18773310	C0030493	hops	C0208355	gngm	58964805	104554411	1	1
688	P-23	TREATS	Parkinson Disease	18773310	C0795725	phsu	C0030567	dsyn	58964846	104554480	1	1
689	Axonal neuropathy	COEXISTS_WITH	Syndrome	22000320	C0270921	dsyn	C0039082	dsyn	59039128	104699537	1	0
690	Oligonucleotides	compared_with	Proteins	22827796	C0028953	nnon	C0033684	aapp	59111066	104836930	1	1
691	Extracellular Matrix	LOCATION_OF	Adhesions	22827796	C0015350	tisu	C0001511	acab	59111125	104837082	1	1
692	Disease	PROCESS_OF	Human	22827796	C0012634	dsyn	C0020114	humn	59111266	104837238	0	1
693	Frameshift Mutation function	PROCESS_OF	sibling	18172684	C0079380	comd	C0037047	humn	59310731	105212288	1	1
694	Adrenal gland hypofunction	COEXISTS_WITH	Autosome Disorders	18172684	C0001623	dsyn	C0870182	comd	59310777	105212400	1	1
695	Mutation	CAUSES	Autosome Disorders	18172684	C0026882	genf	C0870182	comd	59310821	105212495	1	1
