pmid	stype	text	concept_id
10524229	d	CDGS type Ia	C535742
10571010	d	CDGS type Ia	C535742
10524229	d	N-glycosylation disorders	D018981
25192513	d	N-glycosylation disorders	D018981
23730680	d	N-glycosylation disorders	D018981
11930273	d	Congenital disorder of glycosylation IId	C535753
11930273	d	Dandy-Walker malformation	D003616
11930273	d	hydrocephalus	D006849
11901181	d	hydrocephalus	D006849
24120487	d	hydrocephalus	D006849
11930273	d	cholestatic syndrome	D002779
11930273	d	extensive coagulation abnormalities	D020147
11930273	d	deficiency of beta-1,4-galactosyltransferase	C536201
21499719	d	hereditary multiple osteochondroma	D005097
21499719	c	MO	C092581
21499719	c	O-xylosylglycan glycosylation	C013059
21499719	d	O-xylosylglycan glycosylation	C535508
21499719	d	osteochondromas	D015831
22983739	d	failures	D006333
22983739	d	multi systemic disorders	C564969
22983739	d	mental retardations	D008607
22983739	d	muscular impairment	D060825
22240719	d	Protein glycosylation disorders	D018981
22240719	c	DK1-CDG	C095602
22327749	c	DK1-CDG	C095602
22240719	c	steroid	D013256
20852264	c	steroid	D013256
20637498	c	steroid	D013256
18571450	c	steroid	D013256
16777711	c	steroid	D013256
11018092	c	steroid	D013256
22240719	d	reductase type 3 deficiency	C536415
22240719	d	dehydrodolichyl diphosphate synthase deficiency	D020159
22240719	c	dehydrodolichyl diphosphate	D011756
22240719	d	DHDDS-CDG	C535744
22240719	d	inborn error of glycosylation	D008661
21362473	d	inborn error of glycosylation	D008661
22240719	d	nystagmus	D009759
12223944	d	nystagmus	D009759
22240719	d	visual impairment	D014786
20852264	d	visual impairment	D014786
22966035	d	visual impairment	D014786
23733125	d	visual impairment	D014786
22240719	d	eye malformations	D005124
20852264	d	eye malformations	D005124
24120487	d	eye malformations	D005124
22240719	d	cerebellar abnormalities	D002526
22240719	d	ichthyosiform skin lesions	D012871
19396570	d	multivisceral failure to hyperinsulinaemic hypoglycaemia	D006333
19396570	d	hyperinsulinaemic hypoglycaemia	None
11916319	d	hyperinsulinaemic hypoglycaemia	None
17003566	d	hyperinsulinaemic hypoglycaemia	None
11134235	d	hyperinsulinaemic hypoglycaemia	None
19396570	c	diazoxide	D003981
11916319	c	diazoxide	D003981
19396570	d	liver impairment	D017093
19396570	d	hypothyroidism	D007037
23430905	d	hypothyroidism	D007037
23401092	d	hypothyroidism	D007037
19211097	d	hypothyroidism	D007037
19396570	d	congenital hypothyroidism	D003409
19396570	d	olivopontocerebellar hypoplasia	C536716
12690561	d	olivopontocerebellar hypoplasia	C536716
19396570	d	pancreatitis	D010195
1850375	d	pancreatitis	D010195
19030119	d	Cardiomyopathy of Metabolic	D009202
19030119	d	organic acidemias	D019965
19030119	d	amino acidopathies	D000592
19030119	d	lysosomal storage disorders	D016464
19030119	d	multi-organ system dysfunction	D009102
19030119	d	mitochondrial disorders	D028361
23733602	d	mitochondrial disorders	D028361
19030119	c	vitamin	D014807
21185756	d	deficiencies in both sialylation and galactosylation	C535620
21185756	c	BFA	C524118
21722633	c	BFA	C524118
24153356	d	Golgi glycosylation defects	D018981
23575229	d	Golgi glycosylation defects	D018981
22683087	d	Golgi glycosylation defects	D018981
24153356	c	sialic-acid	D012794
9118991	c	sialic-acid	D012794
24153356	c	SiaNAl	C021319
24554337	d	PMM2 deficiency	None
24554337	d	tumoral calcinosis	D002114
24554337	d	glycosylation deficiency to its skin	D012871
25192236	d	congenital disorder of glycosylation PMM2-CDG	D018981
24037084	d	congenital disorder of glycosylation PMM2-CDG	D018981
25192236	d	cerebral hemorrhage	D002543
25192236	d	coagulation abnormities	D020147
25192236	d	thromboembolic	D013923
24037084	d	thromboembolic	D013923
25192236	d	intracerebral bleeding	D002543
25192236	d	intracranial hemorrhage	D020300
16816004	d	intracranial hemorrhage	D020300
25192236	d	arteriovenous malformation	D001165
25192236	d	brain tumor	D001932
25192236	d	metabolic disorder	D008659
8563136	d	metabolic disorder	D008659
9781052	d	metabolic disorder	D008659
9169093	d	metabolic disorder	D008659
22743281	d	metabolic disorder	D008659
16769205	d	metabolic disorder	D008659
23040364	d	metabolic disorder	D008659
25298520	d	metabolic disorder	D008659
12242963	d	hereditary multisystem diseases	D030342
12242963	d	hereditary cerebellar ataxia	D002524
23988505	d	N-glycosylation disorder	D018981
16151902	d	N-glycosylation disorder	D018981
10783607	d	hereditary metabolic disease	D020739
9889493	d	hereditary metabolic disease	D020739
10783607	d	gastroenteropathy	C535952
10783607	d	thromboses	D013927
10783607	d	hemorrhages	D006470
8735800	d	hemorrhages	D006470
10783607	d	CDGS syndrome	C535742
24218363	c	TRAP	C037513
24218363	d	seizure disorder	D004827
19474279	d	seizure disorder	D004827
12789572	d	Congenital esotropia	D004948
12789572	d	good visual acuity	D014786
12789572	d	low vision	D015354
12789572	d	legally blind	D001766
12789572	d	CDG-Ia	C535744
12789572	d	VA	C563443
9821433	d	thrombocytopenia	D013921
16816004	d	thrombocytopenia	D013921
23733602	d	inherited metabolic diseases	D030342
22884749	d	inherited metabolic diseases	D030342
23733602	d	depressive behavior	D003866
23733602	d	anxiety	D001008
17883406	d	anxiety	D001008
23733602	d	depressed behavior	D003866
23733602	d	psychological problems	D020018
15367856	d	neuromuscular diseases	D009468
12736200	d	neuromuscular diseases	D009468
22718293	d	neuromuscular diseases	D009468
15367856	d	muscular dystrophy	D009136
12736200	d	muscular dystrophy	D009136
24120487	d	muscular dystrophy	D009136
15351017	d	muscular dystrophy	D009136
11883957	d	muscular dystrophy	D009136
22718293	d	muscular dystrophy	D009136
24252195	d	muscular dystrophy	D009136
15021250	d	muscular dystrophy	D009136
24484587	d	muscular dystrophy	D009136
15367856	d	hereditary inclusion body myopathies	C536816
12351995	d	hereditary inclusion body myopathies	C536816
15367856	d	sialidation defects	D005128
15367856	d	congenital muscular dystrophies	C535436
17024709	d	congenital muscular dystrophies	C535436
15272470	d	congenital muscular dystrophies	C535436
25192513	d	congenital muscular dystrophies	C535436
15171833	d	congenital muscular dystrophies	C535436
17061182	d	congenital muscular dystrophies	C535436
21460210	d	congenital muscular dystrophies	C535436
15614444	d	congenital muscular dystrophies	C535436
25737452	d	congenital muscular dystrophies	C535436
24120487	d	congenital muscular dystrophies	C535436
21361872	d	congenital muscular dystrophies	C535436
22781125	d	congenital muscular dystrophies	C535436
22715095	d	congenital muscular dystrophies	C535436
24252195	d	congenital muscular dystrophies	C535436
15021250	d	congenital muscular dystrophies	C535436
15367856	d	dystroglycan glycosylation defects	C567727
21183681	c	squalene	D013185
22717794	c	squalene	D013185
21183681	c	zaragozic acid	C075117
21183681	c	zaragozic acid A	C075117
21183681	c	polyisoprene	C455100
23059969	c	polyisoprene	C455100
21183681	c	cholesterol	D002784
15945070	c	cholesterol	D002784
23059969	c	cholesterol	D002784
22134542	c	cholesterol	D002784
16104000	c	cholesterol	D002784
16981677	c	cholesterol	D002784
24710074	c	cholesterol	D002784
17191135	c	cholesterol	D002784
18701222	c	cholesterol	D002784
20875400	c	cholesterol	D002784
24097125	c	cholesterol	D002784
20013185	c	cholesterol	D002784
12351995	c	cholesterol	D002784
23533690	c	cholesterol	D002784
17274531	c	cholesterol	D002784
19232506	c	cholesterol	D002784
10420116	c	cholesterol	D002784
21183681	c	Dol pyrophosphate-GlcNAc	C016418
21183681	c	glycosylphosphatidylinositol	D017261
10858229	c	glycosylphosphatidylinositol	D017261
15564484	c	glycosylphosphatidylinositol	D017261
17695273	c	glycosylphosphatidylinositol	D017261
15945070	d	congenital disorder of glycosylation type IL	C535750
23320427	d	congenital disorder of glycosylation type IL	C535750
15945070	d	brain atrophy	D001284
15945070	d	myelination	D003711
15945070	d	pericardial effusion	D010490
12011746	d	pericardial effusion	D010490
15945070	d	cystic renal disease	D052177
15945070	d	esotropia	D004948
24493206	d	esotropia	D004948
12011746	d	esotropia	D004948
15945070	c	DolPP-GlcNAc2Man6	C520165
15945070	c	DolPP-GlcNAc2Man8	C520165
20852264	d	cerebello-ocular syndrome	D001260
20852264	d	abnormalities	D018376
20852264	d	optic nerve hypoplasia	D009901
20852264	d	retinal coloboma	D012173
19019927	d	retinal coloboma	D012173
20852264	d	glaucoma	D005901
19019927	d	glaucoma	D005901
18500572	d	glaucoma	D005901
23733125	d	glaucoma	D005901
19046967	d	glaucoma	D005901
24936186	d	glaucoma	D005901
23595396	d	glaucoma	D005901
23684651	d	glaucoma	D005901
20800593	d	glaucoma	D005901
20852264	d	vermis hypoplasia	C580212
20852264	d	anaemia	D000740
20852264	d	ichtyosiform dermatitis	D003872
20852264	d	congenital eye malformations	D005124
20852264	d	SRD5A3-congenital disorders of glycosylation	D018981
20852264	c	polyprenol	C015473
20637498	c	polyprenol	C015473
22717794	c	polyprenol	C015473
21384228	c	polyprenol	C015473
20852264	d	congenital cerebellar malformations	D002526
18428410	d	hypo-N-glycosylation	C536108
18428410	c	glycoprotein transferrin	C057651
18428410	d	Phosphomannoisomerase deficiency	None
18428410	d	unoccupied N-glycosylation	C536108
18428410	d	type I defects	D017827
17584079	d	type I defects	D017827
24461433	d	myopathic syndrome	D009135
24461433	d	multi-systemic disorder	C564969
24461433	d	congenital limb girdle pattern of weakness	D049288
24461433	d	congenital myasthenic syndrome	D020294
23404334	d	congenital myasthenic syndrome	D020294
24461433	d	myopathic features	D009135
23798010	d	multi-system syndrome	D015161
23798010	d	single tissue disorder	D004827
11567948	d	carbohydrate deficient glycoprotein syndrome type 1b	C535740
11567948	d	congenital hepatic fibrosis	C562378
9535779	d	congenital hepatic fibrosis	C562378
10571010	d	congenital hepatic fibrosis	C562378
18285818	d	congenital hepatic fibrosis	C562378
15076627	d	congenital hepatic fibrosis	C562378
10980531	d	congenital hepatic fibrosis	C562378
11567948	d	protein losing enteropathy	D011504
21240668	d	protein losing enteropathy	D011504
10980531	d	protein losing enteropathy	D011504
20637498	d	congenital glycosylation disorder	D018981
20637498	d	cerebellar defects	D002526
20637498	c	isoprene	C005059
18353293	d	growth defects	D006130
20118358	d	growth defects	D006130
17883406	d	deficiency reduces the depression	D003866
17883406	c	UDP-GlcNAc	C046669
11339805	c	UDP-GlcNAc	C046669
21494549	c	UDP-GlcNAc	C046669
17135297	c	UDP-GlcNAc	C046669
12911634	c	UDP-GlcNAc	C046669
15701638	c	UDP-GlcNAc	C046669
22654673	c	UDP-GlcNAc	C046669
17883406	d	late developmental defects	D049310
17883406	d	psychomotor abnormalities	D011596
17883406	d	startle	D012021
17883406	c	corticosterone	D003345
16601221	c	corticosterone	D003345
17883406	d	hypothalamus-pituitary-adrenal axis	D007029
9535779	d	phosphomannose isomerase deficiency	C566029
10101255	d	phosphomannose isomerase deficiency	C566029
9535779	c	disialotransferrin	C519691
19608465	c	disialotransferrin	C519691
9475320	c	disialotransferrin	C519691
9535779	d	deficient and the defect	D015785
9535779	d	CDG syndrome type I	C535744
8910943	d	CDG syndrome type I	C535744
9350901	d	CDG syndrome type I	C535744
8735800	d	CDG syndrome type I	C535744
10726826	d	CDG syndrome type I	C535744
9475320	d	CDG syndrome type I	C535744
20814826	d	primary ovarian insufficiency	D016649
20814826	d	FSH dysfunction	D020391
20814826	c	FSH	D037201
8811665	c	FSH	D037201
16935538	c	FSH	D037201
25331899	c	SM	C107044
21047787	c	SM	C107044
25331899	c	MTCs	C428906
25331899	c	chaperone	None
22385952	c	chaperone	None
18035683	c	chaperone	None
12871580	c	chaperone	None
24237754	c	chaperone	None
24094038	c	chaperone	None
25478884	c	chaperone	None
15585408	c	chaperone	None
24694815	c	chaperone	None
21242307	c	chaperone	None
21266258	c	chaperone	None
24585203	c	chaperone	None
18339628	c	chaperone	None
16876390	c	chaperone	None
20453928	c	chaperone	None
25795214	c	chaperone	None
15054084	c	chaperone	None
17141508	c	chaperone	None
18443813	c	chaperone	None
24497840	c	chaperone	None
22370090	c	chaperone	None
21852685	c	chaperone	None
20097158	c	chaperone	None
21875564	c	chaperone	None
23986815	c	chaperone	None
24097125	c	chaperone	None
24070869	c	chaperone	None
18697612	c	chaperone	None
16481626	c	chaperone	None
21498622	c	chaperone	None
23083489	c	chaperone	None
16860504	c	chaperone	None
15217158	c	chaperone	None
16964526	c	chaperone	None
25161148	c	chaperone	None
24799681	c	chaperone	None
17158627	c	chaperone	None
16571774	c	chaperone	None
16487051	c	chaperone	None
25520620	c	chaperone	None
16020198	c	chaperone	None
18171086	c	chaperone	None
25331899	c	MTC	C049568
24144945	d	DOLK deficiency	None
24144945	d	genital abnormalities	D014564
24144945	d	talipes equinovarus	D003025
24144945	d	insulin-resistant hyperglycemia	D006943
24144945	d	renal failure	D051437
11339805	d	renal failure	D051437
24144945	d	type I congenital disorder of glycosylation	C567437
12070073	d	type I congenital disorder of glycosylation	C567437
24144945	c	Q483K DOLK	D011188
24144945	d	anatomic malformations	D020763
24144945	d	multi-systemic dysfunction	C564969
10972135	c	glycoforms	C103998
10972135	c	concanavalin A	C028326
10972135	d	Maackia amurensis and Alleuria aurantia agglutinins	D000744
15664773	d	congenital disorders of glycosylation-Ia syndrome	D018981
15664773	d	hyperactivity	D006948
15664773	d	retardation	D008607
18720094	d	Peters'-plus syndrome	C537617
18720094	d	developmental defects	D056486
24607700	d	developmental defects	D056486
25298520	d	developmental defects	D056486
18720094	d	diseases	D004194
23730680	d	diseases	D004194
23300417	d	diseases	D004194
24954676	d	diseases	D004194
21314436	d	diseases	D004194
19538145	d	diseases	D004194
18720094	d	corneal opaqueness and iridocorneal adhesions	D057129
18720094	d	Peters ' anomaly	C537884
18720094	d	cleft lip	D002971
18720094	d	palate	D002972
18720094	c	glucose-beta1,3-fucose disaccharide	D004187
18720094	c	disaccharide	D004187
24248470	c	disaccharide	D004187
18720094	c	F-spondin	C498955
12731647	d	Pontocerebellar hypoplasia type	C580383
17342678	d	Pontocerebellar hypoplasia type	C580383
12731647	d	pontocerebellar hypoplasia	C580383
17342678	d	pontocerebellar hypoplasia	C580383
20378176	d	pontocerebellar hypoplasia	C580383
12223944	d	pontocerebellar hypoplasia	C580383
12731647	d	anterior horn cell degeneration	D016472
12731647	d	cerebral palsy	D002547
12731647	d	peripheral hypotonia	D009123
12731647	d	Peripheral hypertonia	D009122
12731647	d	Friedreich 's ataxia	D005621
23201762	d	Friedreich 's ataxia	D005621
17191135	d	Friedreich 's ataxia	D005621
21779322	d	Friedreich 's ataxia	D005621
12731647	d	spinal muscular atrophy	D009133
17342678	d	spinal muscular atrophy	D009133
12731647	d	spinocerebellar ataxia type	D020754
12731647	d	neurodegeneration in pontocerebellar hypoplasia type	C580383
24931670	d	diabetic	D003920
23368640	d	diabetic	D003920
18230953	d	diabetic	D003920
25587705	d	diabetic	D003920
1996646	d	diabetic	D003920
23835259	d	diabetic	D003920
20676904	d	diabetic	D003920
25795214	d	diabetic	D003920
20700712	d	diabetic	D003920
2174007	d	diabetic	D003920
3384185	d	diabetic	D003920
1397717	d	diabetic	D003920
7116620	d	diabetic	D003920
3587991	d	diabetic	D003920
9587665	d	diabetic	D003920
11053301	d	diabetic	D003920
21670697	d	diabetic	D003920
14680989	d	diabetic	D003920
9895229	d	diabetic	D003920
8772728	d	diabetic	D003920
11473058	d	diabetic	D003920
7720397	d	diabetic	D003920
12932443	d	diabetic	D003920
15761720	d	diabetic	D003920
10606583	d	diabetic	D003920
12187484	d	diabetic	D003920
9013121	d	diabetic	D003920
12369709	d	diabetic	D003920
11120572	d	diabetic	D003920
20638314	d	PMM2-deficiency	None
20638314	d	NIHF	D015160
20638314	d	anemia	D000740
20638314	d	liver failure	D017093
9889493	d	liver failure	D017093
20638314	d	NIHF and Congenital Disorder of Glycosylation	D015160
23161435	d	degenerative diseases	D019636
11786419	d	degenerative diseases	D019636
12617035	d	degenerative diseases	D019636
24837749	d	degenerative diseases	D019636
24563850	d	degenerative diseases	D019636
24481335	d	degenerative diseases	D019636
23161435	c	2011-2012	C091708
21060795	d	Congenital disorder of glycosylation type IIc	C567437
10815984	d	carbohydrate-deficient glycoprotein type I syndrome	C535752
9140401	d	carbohydrate-deficient glycoprotein type I syndrome	C535752
10815984	c	THP	C054149
22728164	c	THP	C054149
10815984	c	lactosamine	C032233
9455908	c	lactosamine	C032233
10815984	c	MAA	C505645
10481327	d	Type-II dyserythropoietic anemia	D000742
10481327	d	degradation syndrome	D055959
10481327	d	dyserythropoietic anemia type II	D000742
7653149	d	dyserythropoietic anemia type II	D000742
19004187	d	hepatic cirrhosis	D008103
19004187	d	inflammatory disorders	D007249
21329795	d	inflammatory disorders	D007249
19004187	d	cancers	D009369
24619076	d	cancers	D009369
18369606	d	cancers	D009369
10101255	d	type I carbohydrate deficient glycoprotein syndrome	C535752
8787432	d	type I carbohydrate deficient glycoprotein syndrome	C535752
10101255	d	carbohydrate deficient glycoprotein syndrome subtype Ia	D018981
10101255	d	carbohydrate deficient glycoprotein syndrome subtype Ix	D018981
10581255	d	Carbohydrate deficient glycoprotein syndrome type IV	C535742
10581255	c	dolichyl-P-Man	C028306
10581255	d	carbohydrate deficient glycoprotein syndromes	D018981
10571010	d	carbohydrate deficient glycoprotein syndromes	D018981
15361947	d	carbohydrate deficient glycoprotein syndromes	D018981
11134235	d	carbohydrate deficient glycoprotein syndromes	D018981
10581255	d	partial deficiency of sialic acids	D029461
10581255	c	dolichyl-phosphate	C028306
15277997	d	Joubert syndrome	C536293
15277997	d	episodic hypoventilation	D007040
15277997	d	abnormal eye movements	D020820
9140401	d	abnormal eye movements	D020820
15277997	d	congenital vermis malformations	C580212
16496270	d	High myopia	D009216
16496270	d	congenital myopathy	D009224
16496270	d	pachygyria in cutis laxa syndrome	D003483
16496270	c	O-mannosyl glycan	D011134
25737452	c	O-mannosyl glycan	D011134
11883957	c	O-mannosyl glycan	D011134
16496270	d	congenital muscular dystrophy	C535436
16584074	d	congenital muscular dystrophy	C535436
21460210	d	congenital muscular dystrophy	C535436
16550916	d	congenital muscular dystrophy	C535436
20044576	d	congenital muscular dystrophy	C535436
22715095	d	congenital muscular dystrophy	C535436
12893968	d	congenital muscular dystrophy	C535436
11883957	d	congenital muscular dystrophy	C535436
15021250	d	congenital muscular dystrophy	C535436
16496270	d	congenital eye anomalies	D005124
16496270	d	brain migration defects	D014085
16496270	d	pachygyria	D054082
16496270	d	inborn error	D008661
15657616	d	inborn error	D008661
16496270	d	muscle dystrophy	D009136
23401092	d	muscle dystrophy	D009136
16496270	d	developmental anomalies	D000014
16496270	d	cortical neuronal migration abnormalities	D054081
16496270	d	high myopia in cutis laxa syndrome	D003483
10471642	d	carbohydrate-deficient glycoprotein syndrome type	D018981
10066032	d	carbohydrate-deficient glycoprotein syndrome type	D018981
9889493	d	carbohydrate-deficient glycoprotein syndrome type	D018981
9427152	d	carbohydrate-deficient glycoprotein syndrome type	D018981
9140401	d	carbohydrate-deficient glycoprotein syndrome type	D018981
9781039	d	carbohydrate-deficient glycoprotein syndrome type	D018981
9781052	d	carbohydrate-deficient glycoprotein syndrome type	D018981
10471642	d	alcoholism	D000437
10839767	d	alcoholism	D000437
10471642	c	N-432 N-glycosylation	C013059
10471642	c	SZ	C079963
10471642	c	amyloid P	C544092
9104884	c	amyloid P	C544092
10547033	c	mannosyl-phosphodolichol	C095087
10700701	d	cognitive dysfunction	D003072
23942032	d	cognitive dysfunction	D003072
23733125	d	cognitive dysfunction	D003072
16964263	d	cognitive dysfunction	D003072
10700701	d	coagulation disturbances	D025861
10700701	d	venous thrombosis	D020246
10700701	d	multiple abnormalities	D000015
12030331	d	bipolar affective disorder	D001714
16859551	d	bipolar affective disorder	D001714
12030331	d	BPAD	C567073
12030331	d	complex neuropsychiatric disease	D020945
12030331	d	schizophrenia	D012559
12030331	d	Tourette syndrome	D005879
12030331	c	STRP D11S5025	None
9883808	d	metabolic defects	D008659
9883808	d	coagulation proteins	D020147
22327749	d	dolichol kinase deficiency	C563666
22327749	d	inborn errors of protein glycosylation	D008661
10370757	d	inborn errors of protein glycosylation	D008661
12671367	d	Spinal deformity	D009140
12671367	d	Jaeken 's syndrome	C535739
12671367	d	autosomal recessive metabolic disorder	D008659
15133511	d	autosomal recessive metabolic disorder	D008659
12671367	d	spinal deformities	D009140
12671367	d	hypercoagulability	D019851
12671367	d	blood loss	D006473
12671367	d	CDGS Type	C535742
10547038	c	CDG-glycophorin	D006021
10392743	d	nervous system involvement	C538190
10392743	d	carbohydrate moiety deficiency in N-linked glycoproteins	D018981
10392743	d	hepatic dysfunction	D008107
25792706	c	Dol-PP-GlcNAc2Man9Glc3	C520165
25792706	c	Dol-PP-GlcNAc2Man9	C520165
25792706	d	ALG6-congenital disorders of glycosylation	D018981
25792706	d	hypoglycosylation of proteins	D011488
25792706	c	dolichol oligosaccharide	D009844
10392749	d	carbohydrate-deficient glycoconjugate syndrome type IA	C535752
10392749	d	CDGIA	C535739
10392749	d	CDGIA syndrome	C535739
10392749	d	olivopontocerebellar atrophy	D020754
10066032	d	olivopontocerebellar atrophy	D020754
22115835	d	olivopontocerebellar atrophy	D020754
7477867	d	olivopontocerebellar atrophy	D020754
10392749	d	impairment of visuoperceptual skills	D019957
10392749	d	eye-hand coordination	D001259
12434892	d	abnormalities of phosphomannose isomerase deficiency	C535740
12434892	d	PMI deficiency	None
11134235	d	PMI deficiency	None
12434892	d	gastrointestinal disorder	D005767
12434892	d	intestinal bleeding	D007410
12434892	d	PMI deficiency blocks	D006327
12297897	d	myocardial ischaemia	D017202
12297897	d	left-ventricular outlet obstruction	D001748
12297897	d	acute dehydration	D003681
12297897	d	multi-organ failure	D009102
12297897	d	myocardial damage	D009202
12297897	d	myocardial infarction	D009203
24097125	d	myocardial infarction	D009203
12297897	d	cardiac complications	D005117
11745038	d	protein N-glycosylation	C536108
23730680	d	protein N-glycosylation	C536108
19856127	d	protein N-glycosylation	C536108
11745038	d	hepatic fibrosis	D008103
11885720	d	hepatic fibrosis	D008103
8563136	d	neurologic involvement	C536463
25192513	d	neurologic involvement	C536463
8563136	d	multisystemic abnormalities	D019578
9169093	d	multisystemic abnormalities	D019578
9736238	d	multisystemic abnormalities	D019578
8563136	c	1-antitrypsin	D000515
19101627	d	deficiency or congenital disorders of glycosylation type Ib	C535740
19101627	d	inconstant thrombosis	D013927
19101627	c	Heparin	D006493
24982104	c	Heparin	D006493
18285818	c	Heparin	D006493
24444746	c	Heparin	D006493
20060370	c	Heparin	D006493
3305576	c	Heparin	D006493
1469086	c	Heparin	D006493
17963823	c	Heparin	D006493
20064370	c	hexosamine	D006595
11339805	c	hexosamine	D006595
21494549	c	hexosamine	D006595
18230953	c	hexosamine	D006595
16970929	c	hexosamine	D006595
24550151	c	hexosamine	D006595
16445715	c	hexosamine	D006595
25663381	c	hexosamine	D006595
23301939	c	hexosamine	D006595
20676904	c	hexosamine	D006595
20064370	d	autoimmunity	D001327
20064370	d	metabolic syndrome	D008659
18035683	d	metabolic syndrome	D008659
18436705	d	metabolic syndrome	D008659
22191795	d	metabolic syndrome	D008659
9881752	d	glycosylation defect by deprivation of glucose	D012892
10066032	c	OPCA	C030878
10066032	c	Phe144Leu	C010127
10066032	c	Arg238Pro	C110845
20455660	d	diarrheal diseases	D004403
20455660	d	Microvillus inclusion disease	C537470
20455660	d	gastrointestinal involvement	D005767
11134235	d	gastrointestinal involvement	D005767
20455660	d	enteropathies	C538273
21539312	c	benzoisothiazolone	None
21539312	d	congenital disorder of glycosylation Ia	D018981
11916319	d	congenital disorder of glycosylation Ia	D018981
21539312	c	benzoisothiazolones	None
21539312	c	Fru-6-P	C082485
10571009	d	Carbohydrate-deficient glycoprotein syndrome type IA	C566000
11142762	d	Carbohydrate-deficient glycoprotein syndrome type IA	C566000
10386614	d	Carbohydrate-deficient glycoprotein syndrome type IA	C566000
9584269	d	Carbohydrate-deficient glycoprotein syndrome type IA	C566000
10571009	d	phosphomannomutase-deficiency	C535739
10571009	d	multisystem diseases	D004194
11733564	d	multisystem diseases	D004194
11701646	d	multisystem diseases	D004194
19856127	d	multisystem diseases	D004194
10571009	d	deficiency of the N-linked	C536108
10571009	d	deficiency of terminal N	C536108
10571009	c	N-acetylneuraminic acid	D012794
14578315	c	N-acetylneuraminic acid	D012794
10571009	d	endoplasmic reticulum glucosyltransferase	D008228
10571009	d	CDG syndrome type IA	C535744
19272306	d	fetal loss	D005315
23742123	d	N-linked congenital disorders of glycosylation	D018981
23742123	d	N-linked CDG disorders	C535744
23742123	d	N-linked glycosylation disorders	D018981
22611120	d	autosomal recessive cutis laxa type-2	C536225
10571005	d	beta-mannosidosis	D044905
10571005	d	fucosidosis	D005645
10571005	d	alpha-N-acetylgalactosaminidase deficiency	C536631
7490271	d	neurological and developmental defects	D009422
7490271	d	CDGS Type-I	C535742
19474279	d	renal	D002292
19474279	d	mesangial sclerosis	C537346
19474279	d	hypoalbuminaemia secondary to malabsorption or liver disease	D008107
19474279	d	glomerular proteinuria	D011507
19474279	d	proteinuria	D011507
27103203	d	proteinuria	D011507
21811164	d	deficient glycosylation	D018981
9736238	d	deficient glycosylation	D018981
22377913	d	fucosylation of N-glycans in Caenorhabditis	C536108
22377913	d	congenital disorders of glycosylation type-II	C535747
22377913	d	complex-deficient organism	D019965
22377913	d	Caenorhabditis	None
12361949	d	Caenorhabditis	None
24670762	d	Caenorhabditis	None
25057947	d	Caenorhabditis	None
20351174	d	Caenorhabditis	None
23742046	d	Caenorhabditis	None
25298520	d	Caenorhabditis	None
8982953	d	Congenital nephrotic syndrome	C535761
8982953	d	type I carbohydrate-deficient glycoprotein syndrome	C535752
8617881	d	type I carbohydrate-deficient glycoprotein syndrome	C535752
8982953	d	Type I carbohydrate-deficient glycoprotein	C535752
8982953	d	genetic multisystem disorder	D030342
8982953	d	diffuse mesangial sclerosis type	C537346
8982953	d	abnormalities of type I CDG syndrome	C535744
15804603	c	dolichol pyrophosphate	C026406
12070078	c	dolichol pyrophosphate	C026406
17072000	c	dolichol pyrophosphate	C026406
15804603	c	Glc3Man9GlcNAc2-P-P-dolichol	C066723
17072000	c	Glc3Man9GlcNAc2-P-P-dolichol	C066723
15804603	c	glucosamine	D005944
14973778	c	glucosamine	D005944
17072000	c	glucosamine	D005944
1299347	c	glucosamine	D005944
21494549	c	glucosamine	D005944
3195218	c	glucosamine	D005944
15804603	c	fluorophore	C120688
22262650	c	fluorophore	C120688
12070078	c	fluorophore	C120688
17072000	c	fluorophore	C120688
15804603	c	fluorophores	C120688
15804603	c	8-aminonaphthalene-1,3,6-trisulfonate	D015057
15804603	c	3-naphthalenedisulfonic acid	C549769
22966035	d	psychomotor delay	D011596
22966035	d	deafness in MT1 deficiency	D003638
23059969	c	sterol	D013261
22262650	c	sterol	D013261
21266239	c	sterol	D013261
23059969	d	muscle abnormalities	D009135
23059969	d	late-onset disease	D000544
17904886	d	congenital defects	D030342
24831587	d	congenital defects	D030342
24102787	d	congenital defects	D030342
17904886	c	CHO	C587043
18034167	d	mirror syndrome	157600
18034167	d	fetal disease	D005315
10571010	d	carbohydrate-deficient glycoprotein syndromes type I	C535752
10571010	d	PMM-deficiency	None
10571010	d	PMI-deficient	None
18485644	d	coagulation disorders	D025861
18485644	d	epileptic	D004827
17308246	d	epileptic	D004827
18485644	d	ischemic stroke	D020521
20677910	d	ischemic stroke	D020521
24553923	d	ischemic stroke	D020521
18485644	d	necrosis	D009336
15039314	d	necrosis	D009336
24206932	d	necrosis	D009336
18160291	d	necrosis	D009336
20411774	d	necrosis	D009336
20013185	d	necrosis	D009336
11766638	d	necrosis	D009336
25086035	d	necrosis	D009336
11890207	d	necrosis	D009336
11723393	d	neurological	D009422
23569283	c	calcium	D002118
22601780	c	calcium	D002118
15133511	c	calcium	D002118
22144121	c	calcium	D002118
15623514	c	calcium	D002118
22081209	c	calcium	D002118
25057947	c	calcium	D002118
21221911	c	calcium	D002118
24292530	c	calcium	D002118
24954676	c	calcium	D002118
23764168	c	calcium	D002118
18701222	c	calcium	D002118
